ranking,comment_time,usefule_num
5,2016/9/11,0
4,2017/2/23,0
5,2016/12/3,0
5,2017/4/10,0
4,2016/11/13,0
5,2016/12/30,0
4,2016/10/2,1
5,2016/11/2,1
5,2016/9/26,0
3,2016/12/2,2
3,2017/8/1,0
5,2016/12/4,0
3,2017/6/30,0
5,2016/12/2,0
5,2016/12/2,1
4,2017/1/13,0
3,2016/12/5,1
5,2016/12/26,0
3,2016/12/25,0
5,2016/10/17,0
5,2017/2/16,1
5,2016/12/2,1
2,2016/12/11,0
3,2016/12/2,1
4,2016/10/19,0
5,2017/8/27,0
2,2016/12/29,0
4,2016/12/4,0
5,2017/7/11,0
3,2016/12/4,0
4,2016/12/4,0
4,2017/3/10,0
4,2016/12/10,0
4,2016/12/16,0
3,2017/1/9,0
5,2016/12/8,0
,2016/12/3,0
2,2016/11/25,7
3,2017/8/28,0
5,2017/1/20,0
2,2016/12/29,0
3,2017/8/28,0
5,2017/6/17,0
4,2016/12/4,0
4,2017/2/28,0
3,2016/9/15,0
3,2016/11/18,0
3,2017/1/21,0
5,2016/12/2,0
3,2016/12/7,0
3,2017/2/26,0
4,2016/10/21,0
5,2017/8/27,0
5,2016/12/17,0
4,2016/12/13,0
4,2016/12/3,0
4,2016/12/13,0
3,2016/12/3,0
5,2016/12/9,1
5,2016/12/11,0
5,2016/12/2,1
,2016/12/9,0
5,2016/12/3,1
4,2016/12/7,0
5,2016/12/4,0
4,2017/5/8,0
5,2016/12/3,0
5,2016/9/11,0
5,2016/12/5,0
3,2016/12/18,0
3,2016/12/31,0
5,2016/11/11,0
5,2016/10/29,0
4,2017/5/30,0
3,2016/12/4,0
3,2016/12/3,0
4,2017/8/28,0
4,2016/9/10,0
3,2016/12/7,2
4,2016/12/7,0
5,2016/12/8,0
2,2016/12/6,2
3,2016/12/5,3
4,2017/1/2,1
4,2016/12/2,0
4,2017/2/1,0
4,2016/12/3,0
3,2016/12/3,0
4,2016/12/2,1
5,2016/12/4,0
5,2016/9/23,0
5,2016/11/12,0
3,2016/12/2,0
4,2016/12/4,1
5,2016/12/12,0
4,2016/12/11,0
1,2016/12/1,0
3,2016/12/10,1
5,2016/12/4,0
3,2016/11/10,0
4,2016/12/6,0
2,2017/2/7,0
5,2016/12/12,1
5,2016/12/7,0
3,2017/2/1,0
5,2017/3/8,0
5,2016/12/4,0
4,2016/10/30,0
4,2016/9/11,0
5,2016/12/17,0
5,2016/12/30,0
5,2016/12/23,0
,2016/9/30,0
5,2016/12/20,1
3,2017/8/11,0
4,2017/2/28,0
4,2016/12/8,0
5,2016/12/5,0
4,2016/12/3,0
5,2017/5/25,0
5,2016/9/12,0
4,2016/12/4,0
5,2016/12/27,0
3,2016/12/2,0
5,2016/12/10,1
5,2016/12/4,0
4,2016/12/3,0
4,2017/2/9,0
1,2017/8/4,0
5,2016/12/9,2
5,2016/12/2,0
4,2016/12/10,0
5,2016/11/8,0
4,2016/12/6,0
5,2016/12/4,0
5,2017/1/1,0
5,2016/11/8,0
4,2017/8/28,0
5,2016/10/9,0
4,2016/12/5,0
3,2017/3/8,0
3,2016/12/2,0
5,2016/12/4,0
5,2017/8/12,0
3,2016/12/4,2
5,2016/12/7,2
3,2016/12/2,1
5,2016/12/4,0
3,2016/12/4,1
4,2016/12/6,0
5,2016/9/11,0
5,2016/11/5,0
4,2016/12/6,0
2,2016/10/9,0
4,2016/10/20,0
5,2016/12/4,0
5,2016/12/15,0
5,2016/12/2,0
4,2016/12/5,0
3,2016/12/4,0
3,2017/3/5,0
4,2016/12/7,0
5,2016/12/15,1
3,2016/12/12,0
5,2016/12/3,0
5,2016/9/24,0
1,2016/12/15,0
3,2016/12/25,0
4,2016/12/2,0
5,2017/4/27,0
5,2016/12/3,0
5,2016/12/29,0
5,2016/9/3,1
3,2016/12/13,1
4,2016/12/5,0
3,2016/12/13,0
3,2016/12/17,0
5,2016/12/3,0
3,2016/12/5,1
4,2017/2/5,0
5,2016/12/10,0
5,2017/8/9,0
3,2016/12/2,0
3,2016/12/10,0
5,2016/10/1,0
5,2016/10/12,0
4,2016/12/7,1
5,2016/10/9,0
5,2017/2/9,0
4,2016/9/25,0
3,2016/12/5,0
5,2016/12/11,0
5,2016/12/10,0
3,2016/10/25,0
4,2016/11/16,0
5,2016/12/5,0
5,2016/12/2,0
5,2016/12/11,0
5,2016/12/21,0
4,2016/12/7,0
5,2016/12/4,3
5,2016/12/3,0
4,2016/12/4,0
3,2017/3/24,0
4,2016/12/4,0
5,2016/12/4,0
5,2016/12/5,0
4,2016/10/11,0
5,2016/12/3,0
3,2016/12/9,0
4,2017/1/28,0
4,2016/12/4,0
5,2016/10/15,0
5,2016/10/2,0
4,2016/12/17,0
4,2016/12/3,0
5,2016/10/14,0
5,2016/10/1,0
5,2016/11/7,0
5,2017/4/5,0
5,2016/12/6,0
4,2016/12/4,0
4,2016/12/4,0
5,2016/12/11,0
4,2017/1/1,0
4,2016/10/13,0
5,2016/12/7,0
5,2017/1/9,0
3,2016/12/17,0
5,2016/12/7,0
1,2016/12/10,1
4,2017/1/1,0
5,2016/12/18,0
4,2016/12/3,0
5,2016/12/18,0
4,2016/12/6,0
5,2016/12/2,0
5,2016/12/9,0
5,2016/9/24,0
2,2016/10/8,0
5,2017/2/8,0
5,2016/9/28,0
5,2016/12/26,0
4,2017/7/2,1
5,2016/10/6,0
4,2016/12/4,0
5,2017/5/21,0
5,2016/11/4,1
5,2016/12/27,0
4,2016/12/4,0
4,2016/12/6,1
1,2016/12/2,0
5,2016/10/21,0
4,2016/12/11,0
5,2016/12/5,0
5,2016/12/5,0
5,2016/10/22,0
5,2017/3/18,0
5,2016/9/19,0
3,2016/12/12,0
5,2016/12/3,0
4,2016/9/30,0
4,2016/12/4,0
5,2016/9/18,0
4,2016/12/7,0
5,2017/7/4,2
3,2016/11/11,0
3,2016/9/19,0
4,2016/12/4,0
3,2016/11/22,0
4,2017/7/29,0
4,2016/12/4,0
5,2016/12/2,1
5,2016/12/11,1
4,2016/12/11,0
5,2017/1/13,0
4,2016/12/26,0
5,2017/8/27,0
4,2016/10/1,0
5,2016/10/15,0
5,2016/12/2,0
5,2016/11/18,0
5,2016/12/3,0
5,2017/8/26,0
5,2016/12/6,0
5,2016/12/3,0
5,2016/9/24,0
5,2016/11/9,1
5,2016/12/16,0
4,2016/11/12,0
4,2017/1/13,0
5,2016/12/3,0
5,2016/9/8,0
2,2016/12/2,0
5,2016/12/2,0
4,2016/12/7,0
4,2016/9/27,0
5,2016/12/11,0
5,2016/12/7,0
5,2016/10/1,0
5,2016/12/20,0
3,2016/12/4,0
5,2017/2/3,0
4,2016/12/3,0
4,2016/11/5,0
5,2016/12/5,0
4,2017/8/29,0
5,2017/1/1,0
4,2017/8/19,0
5,2017/7/29,0
4,2016/12/3,0
5,2017/4/25,0
5,2016/12/3,0
4,2016/9/29,0
5,2017/2/18,0
3,2016/12/3,0
4,2016/12/4,0
3,2016/12/10,0
4,2016/12/31,0
4,2016/12/10,0
5,2016/12/3,0
4,2017/2/12,0
4,2016/12/19,0
3,2017/4/3,0
4,2016/12/14,0
5,2016/9/28,0
5,2017/1/2,0
4,2017/5/1,0
3,2017/3/22,1
5,2016/12/28,0
5,2016/12/3,0
5,2016/9/27,1
5,2016/9/25,0
4,2016/12/6,0
5,2016/12/3,0
4,2016/12/2,0
5,2016/11/8,0
5,2016/11/4,0
3,2017/3/22,1
4,2017/4/24,0
5,2016/12/29,0
4,2016/12/3,0
5,2016/12/6,0
5,2016/12/4,0
4,2016/9/13,0
5,2016/12/10,0
5,2017/1/19,0
3,2017/8/27,0
4,2016/12/6,0
3,2016/12/12,0
5,2016/12/3,1
4,2016/9/22,0
2,2017/1/5,0
5,2016/12/25,0
5,2016/12/4,0
5,2017/4/21,0
4,2016/10/30,0
5,2016/12/9,0
3,2016/12/6,0
4,2016/12/30,0
4,2017/5/19,0
4,2016/12/10,1
5,2016/12/3,0
5,2016/10/26,0
5,2016/12/2,0
4,2016/12/25,0
4,2016/12/2,0
5,2016/10/20,0
4,2016/12/4,0
5,2016/12/26,0
5,2016/12/12,0
4,2016/12/15,0
5,2016/12/6,0
4,2016/9/25,0
5,2016/12/11,0
5,2016/12/2,1
4,2016/12/10,0
4,2016/9/16,0
2,2016/11/28,0
2,2016/12/5,0
5,2016/12/3,0
3,2016/12/5,0
5,2016/12/3,0
4,2016/12/3,0
5,2017/5/25,0
2,2017/7/27,0
4,2016/12/4,1
2,2017/1/22,1
2,2017/2/8,0
4,2016/9/26,0
3,2016/12/30,0
5,2016/10/15,0
5,2016/12/7,0
5,2016/12/10,1
4,2016/12/12,0
5,2016/12/10,0
4,2016/12/6,1
2,2016/12/11,1
5,2017/7/18,2
4,2016/12/2,0
4,2016/12/17,0
5,2017/5/17,0
5,2016/12/2,0
5,2016/12/2,0
4,2016/12/12,0
5,2016/12/9,0
3,2017/8/9,0
4,2016/12/3,0
5,2016/10/9,0
4,2017/1/8,0
3,2017/2/11,0
4,2016/12/18,0
3,2016/10/17,0
4,2016/10/9,0
5,2016/9/18,0
3,2016/11/21,3
3,2016/10/17,0
5,2017/7/12,0
4,2016/12/4,0
4,2016/12/4,0
3,2016/12/10,0
3,2016/12/4,0
3,2016/12/28,0
3,2017/3/11,0
3,2016/12/6,1
5,2016/12/12,0
3,2016/12/3,0
4,2016/12/20,2
4,2016/12/2,0
4,2017/7/29,0
4,2016/12/18,0
4,2017/3/26,0
5,2016/12/4,0
4,2017/2/8,0
,2016/12/5,0
,2017/1/8,0
4,2016/12/10,0
5,2017/4/18,0
3,2016/12/4,0
4,2016/9/12,0
5,2016/12/3,0
4,2016/12/9,0
4,2016/12/5,0
3,2016/12/17,0
3,2016/12/3,1
4,2017/5/25,0
4,2016/12/3,0
3,2016/12/3,1
5,2016/12/10,1
3,2016/12/9,1
1,2016/12/2,1
5,2016/12/4,1
5,2016/12/3,0
5,2016/11/26,1
4,2016/12/18,0
5,2016/12/11,0
4,2016/9/15,0
5,2016/12/5,0
5,2016/12/2,1
5,2017/8/5,0
4,2017/3/31,0
4,2017/6/24,0
4,2016/9/30,0
5,2016/9/24,0
3,2017/6/12,0
4,2016/12/2,0
4,2016/9/14,0
3,2017/2/1,1
5,2016/12/7,0
4,2016/12/3,0
5,2016/9/24,0
5,2016/9/13,1
5,2016/9/23,0
5,2016/10/4,0
4,2016/10/2,1
5,2016/9/24,0
5,2016/9/29,0
4,2017/8/11,0
5,2016/12/5,0
5,2016/9/14,0
3,2016/12/4,0
3,2016/12/2,1
4,2016/12/6,0
4,2016/12/3,2
5,2016/12/2,1
3,2016/12/5,1
5,2016/12/8,0
4,2017/1/3,0
,2016/12/2,0
5,2016/9/12,0
5,2017/7/16,0
3,2017/3/5,0
5,2016/9/21,1
5,2016/10/9,0
5,2016/12/7,0
3,2016/12/27,0
3,2017/7/29,0
4,2017/2/8,0
4,2016/12/3,0
3,2016/12/9,1
5,2016/12/5,1
4,2016/12/11,0
5,2016/9/24,0
2,2016/12/11,0
5,2016/12/7,0
4,2016/12/7,0
5,2016/12/3,0
4,2016/10/2,0
5,2016/12/4,0
5,2016/12/5,1
3,2017/8/28,0
4,2017/3/5,0
3,2016/12/3,1
5,2016/10/1,0
2,2016/12/9,1
4,2017/1/2,0
3,2016/12/14,0
4,2016/12/3,0
5,2016/9/24,0
4,2016/12/4,0
4,2016/12/5,0
5,2016/12/12,0
4,2016/12/3,0
4,2016/12/6,0
5,2016/11/1,1
4,2016/12/4,0
4,2016/12/16,0
5,2016/12/3,0
3,2016/12/4,1
5,2016/12/2,0
3,2016/12/27,0
,2017/3/13,0
4,2016/12/24,0
4,2016/12/2,1
3,2017/1/21,0
4,2016/12/3,0
5,2016/9/28,0
5,2016/12/27,0
5,2016/9/13,0
2,2016/12/19,1
5,2016/12/3,0
4,2017/1/21,0
4,2017/3/24,0
4,2016/12/10,0
3,2016/10/10,20
4,2016/12/10,0
4,2016/12/5,0
3,2016/12/10,0
1,2016/12/3,0
2,2016/12/7,1
3,2016/12/4,0
5,2016/12/3,0
5,2016/12/2,1
5,2017/1/23,0
5,2017/4/21,0
5,2016/12/10,0
3,2017/2/7,0
3,2016/12/28,0
5,2017/1/8,0
4,2016/9/15,0
,2016/12/3,0
5,2016/9/25,0
4,2016/12/30,0
5,2016/12/6,0
3,2016/12/30,0
4,2016/12/8,0
5,2016/10/7,0
5,2016/10/4,0
4,2017/8/23,0
4,2016/12/4,0
5,2016/9/26,0
4,2016/10/24,0
5,2016/10/29,0
3,2016/12/19,0
5,2017/1/18,0
5,2016/12/3,0
5,2016/12/3,0
5,2017/8/27,0
4,2017/3/5,0
5,2016/12/2,0
4,2016/12/23,0
5,2017/5/15,0
2,2017/5/26,0
5,2016/12/7,0
2,2016/12/5,0
5,2017/5/11,0
5,2017/7/30,0
4,2017/2/8,0
3,2016/12/27,0
5,2016/12/2,0
4,2017/3/26,0
5,2016/9/14,0
4,2016/12/5,0
5,2016/12/5,0
3,2016/12/9,0
3,2017/1/3,0
3,2016/12/5,0
5,2016/12/10,0
5,2017/8/16,0
3,2016/12/18,0
5,2016/12/1,1
5,2016/12/7,1
3,2016/12/2,1
5,2016/10/8,0
5,2016/11/5,0
4,2016/10/4,0
4,2016/10/18,0
4,2017/1/12,0
5,2016/9/17,0
3,2016/12/2,0
4,2016/12/11,0
3,2016/12/13,0
4,2016/11/8,0
4,2016/12/5,0
5,2017/8/13,0
4,2017/1/3,0
4,2016/10/2,0
5,2016/12/2,0
4,2016/12/4,0
5,2016/12/3,1
4,2016/12/17,0
4,2016/12/11,0
5,2017/3/5,0
5,2016/9/12,0
5,2017/3/6,0
4,2016/12/17,0
5,2016/12/2,0
4,2016/12/7,0
4,2016/11/15,0
3,2016/12/4,1
5,2016/10/8,0
3,2016/12/16,0
5,2016/12/3,0
5,2017/1/8,0
3,2016/12/3,0
3,2016/12/24,0
5,2016/9/16,0
5,2016/12/23,0
3,2016/12/5,1
4,2016/9/11,0
5,2017/5/28,0
5,2017/7/30,0
2,2017/3/11,0
4,2016/9/14,0
4,2016/12/28,0
5,2016/12/3,1
3,2016/12/10,1
5,2016/12/3,0
1,2016/12/14,1
5,2016/12/7,0
5,2016/11/15,1
5,2016/9/19,0
4,2017/1/31,0
5,2016/9/20,1
4,2016/12/12,0
4,2016/12/7,0
3,2016/12/4,0
4,2016/12/9,0
5,2016/12/5,0
5,2017/8/13,0
5,2016/9/16,0
5,2016/12/9,0
4,2016/12/6,0
5,2016/12/2,0
5,2016/9/17,0
2,2016/9/15,0
4,2016/10/6,0
4,2017/4/23,0
4,2016/10/9,0
4,2016/10/30,0
4,2016/12/18,0
2,2017/3/16,0
5,2016/12/2,1
4,2016/10/22,0
5,2016/12/9,0
5,2016/11/25,0
5,2016/12/2,0
4,2017/8/28,1
4,2016/12/12,0
4,2017/2/5,0
5,2016/10/13,0
4,2016/12/12,0
2,2016/9/18,0
4,2016/12/30,0
4,2017/2/8,0
5,2016/11/13,0
4,2016/12/13,0
5,2016/12/6,0
4,2016/12/28,0
3,2016/12/17,0
4,2016/12/16,0
3,2016/12/3,1
5,2016/11/20,0
5,2016/12/2,1
5,2016/11/5,0
5,2016/12/3,0
4,2016/12/2,1
4,2016/12/1,0
5,2017/2/11,0
5,2016/10/22,0
4,2017/2/11,0
4,2016/12/3,1
4,2016/11/24,0
4,2016/12/3,0
3,2016/12/7,0
3,2016/9/25,0
5,2017/7/30,0
3,2017/5/27,0
4,2016/12/21,0
5,2016/11/23,0
4,2016/12/22,0
5,2016/12/5,0
3,2016/12/10,0
5,2017/8/20,0
5,2016/12/4,0
5,2016/12/3,0
5,2016/12/2,1
5,2016/12/4,9
3,2016/12/4,0
4,2016/12/2,0
4,2016/12/3,0
4,2016/12/2,0
5,2016/10/5,0
3,2017/5/14,0
,2016/11/12,0
5,2016/12/4,0
5,2016/12/3,1
3,2016/12/5,0
5,2016/10/14,0
5,2016/10/8,0
4,2017/8/27,0
3,2017/2/2,0
5,2017/7/27,1
3,2017/3/9,0
5,2016/9/16,0
5,2016/11/11,0
4,2016/12/5,0
5,2016/12/3,0
5,2017/8/28,0
4,2016/12/10,0
3,2017/5/29,0
4,2017/8/26,0
4,2016/12/3,0
4,2016/12/12,0
5,2016/12/9,0
5,2016/12/3,0
5,2017/2/7,0
3,2017/6/5,0
4,2016/12/3,0
3,2016/12/3,0
4,2016/9/15,0
5,2017/7/6,0
5,2016/10/28,0
5,2016/11/24,0
3,2016/11/9,1
4,2016/12/3,0
5,2016/9/26,0
4,2016/12/3,0
3,2016/12/15,0
4,2016/10/7,0
2,2017/1/15,1
5,2016/10/16,0
1,2017/2/11,0
4,2016/12/5,0
5,2016/12/3,1
5,2016/9/14,0
5,2016/12/11,0
5,2016/12/3,0
5,2017/1/29,0
3,2016/12/5,1
5,2016/11/19,0
3,2016/11/24,0
5,2016/11/19,0
3,2016/12/4,1
4,2016/12/4,0
4,2016/12/12,0
5,2016/10/1,0
5,2016/10/18,0
3,2016/12/2,0
4,2016/12/2,0
5,2016/12/11,0
4,2016/12/6,0
3,2016/12/13,0
3,2016/12/10,0
4,2016/12/5,1
5,2017/8/11,0
4,2016/12/5,0
5,2016/10/7,0
5,2016/12/4,1
2,2017/3/26,0
5,2016/12/4,1
5,2016/10/13,0
5,2016/10/11,0
5,2016/12/2,0
5,2016/10/17,0
5,2016/12/16,0
4,2016/12/10,0
5,2016/10/5,0
3,2016/12/4,0
5,2016/12/2,0
3,2016/12/17,0
3,2016/12/4,0
4,2016/12/4,0
5,2017/3/30,0
5,2017/3/18,0
5,2017/4/9,0
4,2016/12/5,0
4,2016/12/4,0
4,2017/2/19,0
5,2016/12/10,0
4,2017/1/25,0
4,2017/1/7,0
2,2016/12/11,0
5,2016/10/9,0
5,2016/12/5,0
3,2016/12/18,0
4,2016/11/16,0
5,2016/10/1,0
5,2016/12/29,0
5,2016/12/11,0
5,2016/12/10,0
5,2016/12/2,1
5,2016/10/9,0
3,2016/12/5,0
5,2016/12/2,0
3,2016/12/4,0
4,2016/10/2,0
4,2016/12/6,0
3,2016/12/4,2
4,2017/8/17,0
3,2017/4/12,0
5,2016/12/2,0
5,2016/12/5,0
5,2017/2/21,0
5,2016/12/3,0
3,2016/12/9,0
3,2016/12/28,0
5,2016/9/21,1
5,2016/10/20,0
4,2016/12/3,0
5,2017/3/8,0
4,2016/11/20,0
4,2016/12/2,0
5,2017/5/29,0
5,2016/9/24,0
4,2016/12/31,0
5,2016/12/4,0
4,2016/12/5,0
3,2016/12/3,0
4,2016/12/3,0
4,2016/12/4,0
4,2016/12/4,0
5,2016/12/13,1
4,2017/7/30,0
3,2016/12/9,0
5,2016/12/4,1
3,2016/12/2,0
5,2016/12/6,0
5,2016/12/2,1
5,2016/12/2,0
5,2016/12/2,0
5,2016/9/19,0
3,2016/12/6,0
5,2016/12/2,2
4,2016/10/6,0
5,2016/10/11,1
4,2016/12/29,0
4,2016/12/3,0
4,2017/1/5,0
5,2016/9/12,0
4,2016/12/5,0
5,2016/12/5,0
3,2016/12/2,0
4,2017/1/1,0
5,2016/12/5,1
4,2016/12/8,0
3,2016/12/6,0
5,2017/8/26,0
5,2016/12/2,0
4,2016/12/23,0
4,2016/10/19,0
4,2017/2/12,0
5,2016/12/5,0
4,2016/12/2,0
4,2016/12/5,0
4,2016/12/6,0
5,2016/12/6,1
3,2016/12/3,0
5,2016/12/6,0
5,2017/8/27,0
4,2016/12/19,0
5,2016/10/5,0
4,2016/12/2,0
4,2016/10/20,0
3,2016/12/20,0
5,2017/6/10,0
4,2016/12/24,0
3,2016/11/22,0
5,2016/12/6,0
4,2016/10/27,0
4,2016/12/3,0
5,2016/9/11,0
4,2016/12/6,0
4,2016/12/6,0
4,2016/10/25,0
4,2017/8/16,0
5,2016/12/11,0
4,2016/12/2,0
3,2016/10/8,0
4,2016/10/16,0
5,2016/12/6,0
3,2016/12/3,1
4,2016/12/2,0
,2016/9/25,0
4,2016/10/10,0
4,2016/12/11,0
4,2017/2/20,0
,2016/12/4,0
5,2016/10/6,0
5,2016/12/4,0
4,2017/1/1,0
4,2016/9/25,0
4,2016/12/25,0
5,2016/10/21,0
1,2016/12/3,0
5,2017/8/14,0
3,2016/12/16,0
3,2016/12/25,0
5,2016/12/10,0
5,2017/8/28,0
3,2017/7/26,0
3,2016/12/3,0
4,2016/12/8,0
4,2016/12/3,0
4,2016/12/31,0
5,2016/12/18,0
5,2017/8/22,0
4,2016/12/4,0
5,2016/9/22,0
4,2016/9/29,0
5,2016/9/15,0
5,2016/12/22,0
5,2017/8/16,0
3,2017/1/27,0
5,2016/12/19,0
5,2016/12/3,1
3,2016/12/30,0
5,2016/12/4,0
3,2016/12/4,0
5,2016/12/4,0
2,2017/4/20,0
3,2016/9/27,0
4,2017/1/2,0
3,2016/12/5,1
5,2016/10/8,0
4,2016/10/7,0
4,2016/12/17,0
3,2016/12/11,1
4,2017/6/25,0
5,2016/12/7,3
5,2016/12/3,0
3,2016/12/4,0
4,2016/12/8,0
5,2016/9/17,0
3,2016/12/10,0
5,2017/2/13,0
3,2016/12/4,0
4,2016/12/3,0
5,2016/12/4,0
3,2016/12/4,0
4,2016/9/28,0
3,2017/7/29,0
4,2016/12/12,0
5,2016/12/2,1
5,2016/12/5,0
3,2016/12/3,1
4,2016/12/29,0
5,2016/11/17,0
4,2016/12/2,0
4,2016/11/26,0
,2016/12/2,0
5,2016/12/3,0
3,2016/12/31,0
4,2017/2/11,0
4,2016/12/6,0
5,2017/2/3,1
3,2016/12/11,0
5,2016/9/21,0
4,2016/10/17,0
5,2016/12/5,0
3,2016/12/24,0
5,2016/12/2,0
5,2016/12/5,0
5,2016/9/14,0
5,2016/12/2,0
4,2016/9/26,0
5,2016/12/4,0
5,2016/12/2,0
3,2016/12/3,0
4,2017/5/26,0
3,2017/8/5,0
4,2016/10/24,0
4,2016/10/27,0
3,2017/8/14,0
4,2016/12/12,0
5,2016/12/4,1
5,2016/12/4,0
3,2016/10/13,2
3,2016/11/4,0
2,2016/12/9,1
4,2016/9/21,0
5,2016/12/24,0
5,2016/9/20,0
4,2016/9/26,0
5,2016/12/2,0
5,2016/9/6,0
3,2016/12/29,0
4,2017/1/2,0
5,2016/12/6,0
3,2016/9/13,0
3,2016/12/12,0
3,2016/12/10,0
,2016/12/14,0
5,2016/12/4,0
5,2017/1/9,0
3,2016/12/4,0
5,2016/11/15,0
5,2016/12/5,1
3,2016/9/29,0
3,2016/12/13,0
3,2016/12/13,0
5,2016/12/4,1
4,2017/5/10,0
4,2016/12/4,2
5,2016/10/4,0
5,2016/10/28,0
4,2016/12/9,0
3,2016/9/11,0
4,2017/8/8,0
5,2017/8/28,0
5,2016/9/14,0
5,2016/11/22,0
5,2017/2/9,0
2,2016/12/19,0
4,2016/11/28,0
5,2016/12/4,0
5,2016/12/4,0
3,2016/12/4,0
5,2016/10/9,0
4,2016/12/4,0
5,2016/12/4,1
5,2016/12/4,0
5,2016/12/5,0
4,2017/1/5,0
4,2016/12/2,1
3,2016/11/11,0
5,2016/8/31,1
5,2016/12/3,2
5,2016/12/3,1
4,2017/3/5,0
5,2016/12/2,0
4,2017/7/6,0
5,2016/12/5,0
5,2016/12/28,0
4,2016/12/2,0
5,2016/12/3,0
5,2016/12/2,0
5,2016/12/3,0
5,2016/12/4,1
4,2016/12/24,0
4,2016/12/5,0
2,2016/12/3,0
5,2017/1/7,0
4,2017/8/10,0
,2016/9/15,0
5,2016/12/3,1
5,2016/10/24,0
5,2016/10/19,0
4,2016/12/3,0
5,2016/12/2,0
4,2016/12/25,0
5,2016/12/6,1
3,2016/12/10,0
4,2017/5/22,0
4,2016/12/2,0
5,2017/7/18,0
4,2016/12/17,0
4,2016/12/2,1
3,2016/12/5,2
4,2016/12/11,0
3,2016/12/6,0
4,2016/11/3,0
4,2016/12/4,0
4,2016/12/5,0
3,2016/12/9,0
4,2016/10/23,0
2,2017/1/7,0
3,2016/12/17,0
5,2016/12/5,0
5,2016/12/9,0
4,2016/12/3,0
3,2016/12/5,1
4,2016/12/4,0
5,2016/9/17,0
2,2017/4/22,0
4,2016/12/4,0
4,2016/9/8,0
3,2016/12/3,1
3,2016/12/3,1
5,2016/11/13,0
4,2016/12/26,0
4,2017/2/5,0
5,2016/12/3,1
5,2017/2/14,0
3,2016/12/21,1
5,2016/12/31,0
3,2016/12/3,0
4,2016/12/3,0
5,2016/10/23,0
4,2016/10/7,0
3,2016/12/3,0
5,2016/12/5,0
4,2016/12/5,0
4,2016/9/12,0
4,2016/10/12,0
5,2016/10/15,0
5,2016/12/4,0
5,2017/2/8,0
4,2016/12/5,0
3,2016/12/7,0
4,2016/12/19,0
5,2017/8/26,0
5,2016/12/3,0
4,2016/12/5,0
3,2016/10/19,0
5,2016/10/5,0
5,2016/12/11,0
4,2016/12/6,0
4,2016/12/3,0
3,2017/2/10,0
5,2016/12/5,0
2,2016/12/3,1
3,2016/12/12,2
4,2017/3/16,0
5,2017/1/2,2
4,2017/7/20,0
4,2016/12/11,0
4,2017/2/27,0
4,2017/1/7,0
4,2016/12/4,0
4,2016/12/4,2
5,2016/12/19,0
5,2016/12/5,0
3,2016/12/2,0
5,2016/9/12,0
5,2016/10/29,0
5,2017/1/9,0
3,2017/7/16,1
4,2016/10/12,0
3,2016/11/7,0
5,2016/12/4,0
5,2016/12/3,0
3,2016/12/4,1
5,2017/1/1,0
5,2016/10/2,0
5,2016/9/25,0
5,2016/12/3,1
4,2016/9/30,0
4,2017/1/29,0
4,2016/12/17,0
4,2016/12/5,0
5,2016/12/19,0
4,2017/1/3,0
2,2016/12/5,4
4,2016/12/3,0
3,2017/1/3,0
5,2016/12/7,0
3,2016/9/29,0
4,2017/2/17,0
5,2016/12/25,0
2,2017/1/7,0
3,2016/12/4,0
5,2016/9/27,1
3,2016/12/4,0
5,2016/12/2,0
3,2017/1/3,0
3,2017/2/13,0
5,2016/10/8,0
5,2017/4/9,0
5,2016/12/4,0
4,2016/12/13,0
4,2017/1/17,0
4,2016/12/7,0
2,2017/6/17,0
5,2016/12/4,0
4,2016/12/2,0
,2017/1/25,0
3,2016/12/6,1
3,2016/12/11,1
2,2016/12/7,1
5,2017/1/14,0
3,2017/8/27,0
5,2016/9/24,0
4,2016/12/7,0
2,2017/8/26,3
4,2016/12/4,0
3,2016/12/20,0
4,2016/12/7,0
5,2016/12/23,17
3,2017/8/13,0
4,2016/12/4,0
3,2016/12/13,1
5,2016/9/21,0
4,2017/7/12,0
2,2016/12/3,2
3,2016/12/2,0
5,2016/12/6,0
5,2016/12/10,0
4,2016/10/3,0
5,2016/11/20,0
5,2016/11/11,1
4,2016/12/5,0
5,2016/12/5,0
5,2016/10/24,0
,2016/11/7,0
5,2016/9/18,0
4,2016/10/12,0
3,2016/12/12,0
5,2016/12/8,0
,2016/12/3,1
4,2016/12/16,0
3,2016/12/11,0
,2016/12/16,0
3,2016/12/3,0
4,2016/12/5,2
5,2016/12/6,0
4,2016/12/2,0
3,2016/12/13,0
4,2016/12/9,0
3,2016/12/17,1
5,2016/12/30,0
3,2016/12/6,1
4,2016/12/3,0
5,2016/12/8,0
4,2016/12/5,0
4,2016/12/3,0
5,2016/12/25,0
2,2017/2/5,0
5,2016/9/24,0
4,2016/12/16,0
3,2017/7/26,0
5,2016/12/11,0
5,2016/12/3,0
5,2016/12/7,0
5,2016/11/22,0
5,2017/8/27,0
4,2016/12/17,0
3,2016/12/5,0
4,2017/1/20,0
2,2017/8/6,0
2,2016/12/3,0
5,2016/12/4,0
4,2016/9/23,0
4,2017/2/2,1
5,2016/9/18,0
5,2016/11/8,0
4,2016/10/23,0
3,2016/12/8,0
4,2016/12/4,0
4,2016/10/10,0
3,2016/9/20,0
1,2016/12/4,0
5,2017/2/17,0
